,param_learning_rate,param_n_estimators,split,accuracy,dataset
1430,0.09,30,0,0.5952380952380952,left_240x20_fixed
1431,0.09,30,1,0.5904761904761905,left_240x20_fixed
1432,0.09,30,2,0.5952380952380952,left_240x20_fixed
1433,0.09,30,3,0.5550239234449761,left_240x20_fixed
1434,0.09,30,4,0.6076555023923444,left_240x20_fixed
1435,0.09,40,0,0.6142857142857143,left_240x20_fixed
1436,0.09,40,1,0.5857142857142857,left_240x20_fixed
1437,0.09,40,2,0.6190476190476191,left_240x20_fixed
1438,0.09,40,3,0.5645933014354066,left_240x20_fixed
1439,0.09,40,4,0.583732057416268,left_240x20_fixed
1440,0.09,50,0,0.6285714285714286,left_240x20_fixed
1441,0.09,50,1,0.6095238095238096,left_240x20_fixed
1442,0.09,50,2,0.6238095238095238,left_240x20_fixed
1443,0.09,50,3,0.5454545454545454,left_240x20_fixed
1444,0.09,50,4,0.5885167464114832,left_240x20_fixed
1445,0.09,60,0,0.6142857142857143,left_240x20_fixed
1446,0.09,60,1,0.5952380952380952,left_240x20_fixed
1447,0.09,60,2,0.6238095238095238,left_240x20_fixed
1448,0.09,60,3,0.5406698564593302,left_240x20_fixed
1449,0.09,60,4,0.5980861244019139,left_240x20_fixed
1450,0.09,70,0,0.580952380952381,left_240x20_fixed
1451,0.09,70,1,0.6,left_240x20_fixed
1452,0.09,70,2,0.6047619047619047,left_240x20_fixed
1453,0.09,70,3,0.5741626794258373,left_240x20_fixed
1454,0.09,70,4,0.6028708133971292,left_240x20_fixed
1455,0.09,80,0,0.6095238095238096,left_240x20_fixed
1456,0.09,80,1,0.6095238095238096,left_240x20_fixed
1457,0.09,80,2,0.5952380952380952,left_240x20_fixed
1458,0.09,80,3,0.5502392344497608,left_240x20_fixed
1459,0.09,80,4,0.6028708133971292,left_240x20_fixed
1460,0.09,90,0,0.6095238095238096,left_240x20_fixed
1461,0.09,90,1,0.6190476190476191,left_240x20_fixed
1462,0.09,90,2,0.6238095238095238,left_240x20_fixed
1463,0.09,90,3,0.5598086124401914,left_240x20_fixed
1464,0.09,90,4,0.5980861244019139,left_240x20_fixed
1465,0.1,10,0,0.5476190476190477,left_240x20_fixed
1466,0.1,10,1,0.5666666666666667,left_240x20_fixed
1467,0.1,10,2,0.6571428571428571,left_240x20_fixed
1468,0.1,10,3,0.5406698564593302,left_240x20_fixed
1469,0.1,10,4,0.6124401913875598,left_240x20_fixed
1470,0.1,20,0,0.5571428571428572,left_240x20_fixed
1471,0.1,20,1,0.5761904761904761,left_240x20_fixed
1472,0.1,20,2,0.6571428571428571,left_240x20_fixed
1473,0.1,20,3,0.5550239234449761,left_240x20_fixed
1474,0.1,20,4,0.6076555023923444,left_240x20_fixed
1475,0.1,30,0,0.5523809523809524,left_240x20_fixed
1476,0.1,30,1,0.5904761904761905,left_240x20_fixed
1477,0.1,30,2,0.6476190476190476,left_240x20_fixed
1478,0.1,30,3,0.569377990430622,left_240x20_fixed
1479,0.1,30,4,0.6028708133971292,left_240x20_fixed
1480,0.1,40,0,0.5857142857142857,left_240x20_fixed
1481,0.1,40,1,0.6142857142857143,left_240x20_fixed
1482,0.1,40,2,0.6476190476190476,left_240x20_fixed
1483,0.1,40,3,0.569377990430622,left_240x20_fixed
1484,0.1,40,4,0.5980861244019139,left_240x20_fixed
1485,0.1,50,0,0.6,left_240x20_fixed
1486,0.1,50,1,0.6047619047619047,left_240x20_fixed
1487,0.1,50,2,0.6333333333333333,left_240x20_fixed
1488,0.1,50,3,0.5598086124401914,left_240x20_fixed
1489,0.1,50,4,0.5980861244019139,left_240x20_fixed
1490,0.1,60,0,0.6142857142857143,left_240x20_fixed
1491,0.1,60,1,0.6142857142857143,left_240x20_fixed
1492,0.1,60,2,0.6333333333333333,left_240x20_fixed
1493,0.1,60,3,0.5885167464114832,left_240x20_fixed
1494,0.1,60,4,0.6172248803827751,left_240x20_fixed
1495,0.1,70,0,0.6,left_240x20_fixed
1496,0.1,70,1,0.6095238095238096,left_240x20_fixed
1497,0.1,70,2,0.6238095238095238,left_240x20_fixed
1498,0.1,70,3,0.5789473684210527,left_240x20_fixed
1499,0.1,70,4,0.6124401913875598,left_240x20_fixed
1500,0.1,80,0,0.6095238095238096,left_240x20_fixed
1501,0.1,80,1,0.6238095238095238,left_240x20_fixed
1502,0.1,80,2,0.638095238095238,left_240x20_fixed
1503,0.1,80,3,0.583732057416268,left_240x20_fixed
1504,0.1,80,4,0.5933014354066986,left_240x20_fixed
1505,0.1,90,0,0.580952380952381,left_240x20_fixed
1506,0.1,90,1,0.6238095238095238,left_240x20_fixed
1507,0.1,90,2,0.6476190476190476,left_240x20_fixed
1508,0.1,90,3,0.5980861244019139,left_240x20_fixed
1509,0.1,90,4,0.5885167464114832,left_240x20_fixed
1510,0.01,260,0,0.6333333333333333,left_240x40
1511,0.01,260,1,0.5857142857142857,left_240x40
1512,0.01,260,2,0.5761904761904761,left_240x40
1513,0.01,260,3,0.5980861244019139,left_240x40
1514,0.01,260,4,0.5789473684210527,left_240x40
1515,0.01,270,0,0.6333333333333333,left_240x40
1516,0.01,270,1,0.580952380952381,left_240x40
1517,0.01,270,2,0.5904761904761905,left_240x40
1518,0.01,270,3,0.6028708133971292,left_240x40
1519,0.01,270,4,0.5789473684210527,left_240x40
1520,0.01,280,0,0.638095238095238,left_240x40
1521,0.01,280,1,0.580952380952381,left_240x40
1522,0.01,280,2,0.5761904761904761,left_240x40
1523,0.01,280,3,0.6076555023923444,left_240x40
1524,0.01,280,4,0.583732057416268,left_240x40
1525,0.01,290,0,0.638095238095238,left_240x40
1526,0.01,290,1,0.5904761904761905,left_240x40
1527,0.01,290,2,0.5857142857142857,left_240x40
1528,0.01,290,3,0.5980861244019139,left_240x40
1529,0.01,290,4,0.5789473684210527,left_240x40
1530,0.01,300,0,0.6285714285714286,left_240x40
1531,0.01,300,1,0.5857142857142857,left_240x40
1532,0.01,300,2,0.5761904761904761,left_240x40
1533,0.01,300,3,0.5885167464114832,left_240x40
1534,0.01,300,4,0.5789473684210527,left_240x40
1535,0.01,310,0,0.6285714285714286,left_240x40
1536,0.01,310,1,0.580952380952381,left_240x40
1537,0.01,310,2,0.5761904761904761,left_240x40
1538,0.01,310,3,0.5933014354066986,left_240x40
1539,0.01,310,4,0.5885167464114832,left_240x40
1540,0.01,320,0,0.6238095238095238,left_240x40
1541,0.01,320,1,0.5857142857142857,left_240x40
1542,0.01,320,2,0.580952380952381,left_240x40
1543,0.01,320,3,0.5933014354066986,left_240x40
1544,0.01,320,4,0.5980861244019139,left_240x40
1545,0.01,330,0,0.6333333333333333,left_240x40
1546,0.01,330,1,0.5857142857142857,left_240x40
1547,0.01,330,2,0.5952380952380952,left_240x40
1548,0.01,330,3,0.6028708133971292,left_240x40
1549,0.01,330,4,0.5933014354066986,left_240x40
1550,0.01,340,0,0.638095238095238,left_240x40
1551,0.01,340,1,0.5904761904761905,left_240x40
1552,0.01,340,2,0.5761904761904761,left_240x40
1553,0.01,340,3,0.5980861244019139,left_240x40
1554,0.01,340,4,0.5885167464114832,left_240x40
1555,0.01,350,0,0.6333333333333333,left_240x40
1556,0.01,350,1,0.5952380952380952,left_240x40
1557,0.01,350,2,0.5714285714285714,left_240x40
1558,0.01,350,3,0.5885167464114832,left_240x40
1559,0.01,350,4,0.5933014354066986,left_240x40
1560,0.01,360,0,0.6333333333333333,left_240x40
1561,0.01,360,1,0.6047619047619047,left_240x40
1562,0.01,360,2,0.5761904761904761,left_240x40
1563,0.01,360,3,0.5933014354066986,left_240x40
1564,0.01,360,4,0.5885167464114832,left_240x40
1565,0.02,50,0,0.580952380952381,left_240x40
1566,0.02,50,1,0.6142857142857143,left_240x40
1567,0.02,50,2,0.5761904761904761,left_240x40
1568,0.02,50,3,0.5885167464114832,left_240x40
1569,0.02,50,4,0.5980861244019139,left_240x40
1570,0.02,60,0,0.5857142857142857,left_240x40
1571,0.02,60,1,0.6,left_240x40
1572,0.02,60,2,0.580952380952381,left_240x40
1573,0.02,60,3,0.5933014354066986,left_240x40
1574,0.02,60,4,0.6076555023923444,left_240x40
1575,0.02,70,0,0.6,left_240x40
1576,0.02,70,1,0.5952380952380952,left_240x40
1577,0.02,70,2,0.5571428571428572,left_240x40
1578,0.02,70,3,0.5980861244019139,left_240x40
1579,0.02,70,4,0.5885167464114832,left_240x40
1580,0.02,80,0,0.5857142857142857,left_240x40
1581,0.02,80,1,0.5857142857142857,left_240x40
1582,0.02,80,2,0.6,left_240x40
1583,0.02,80,3,0.5980861244019139,left_240x40
1584,0.02,80,4,0.583732057416268,left_240x40
1585,0.02,90,0,0.5904761904761905,left_240x40
1586,0.02,90,1,0.5857142857142857,left_240x40
1587,0.02,90,2,0.5857142857142857,left_240x40
1588,0.02,90,3,0.6076555023923444,left_240x40
1589,0.02,90,4,0.5933014354066986,left_240x40
1590,0.02,100,0,0.5904761904761905,left_240x40
1591,0.02,100,1,0.5714285714285714,left_240x40
1592,0.02,100,2,0.580952380952381,left_240x40
1593,0.02,100,3,0.6076555023923444,left_240x40
1594,0.02,100,4,0.5885167464114832,left_240x40
1595,0.02,110,0,0.6047619047619047,left_240x40
1596,0.02,110,1,0.5761904761904761,left_240x40
1597,0.02,110,2,0.5952380952380952,left_240x40
1598,0.02,110,3,0.5885167464114832,left_240x40
1599,0.02,110,4,0.5885167464114832,left_240x40
1600,0.02,120,0,0.6142857142857143,left_240x40
1601,0.02,120,1,0.5714285714285714,left_240x40
1602,0.02,120,2,0.580952380952381,left_240x40
1603,0.02,120,3,0.6076555023923444,left_240x40
1604,0.02,120,4,0.5885167464114832,left_240x40
1605,0.02,130,0,0.6095238095238096,left_240x40
1606,0.02,130,1,0.5666666666666667,left_240x40
1607,0.02,130,2,0.5857142857142857,left_240x40
1608,0.02,130,3,0.5885167464114832,left_240x40
1609,0.02,130,4,0.5933014354066986,left_240x40
1610,0.02,140,0,0.6190476190476191,left_240x40
1611,0.02,140,1,0.5523809523809524,left_240x40
1612,0.02,140,2,0.5952380952380952,left_240x40
1613,0.02,140,3,0.6028708133971292,left_240x40
1614,0.02,140,4,0.5980861244019139,left_240x40
1615,0.02,150,0,0.6190476190476191,left_240x40
1616,0.02,150,1,0.5666666666666667,left_240x40
1617,0.02,150,2,0.6,left_240x40
1618,0.02,150,3,0.6028708133971292,left_240x40
1619,0.02,150,4,0.5933014354066986,left_240x40
1620,0.03,70,0,0.580952380952381,left_240x40
1621,0.03,70,1,0.6,left_240x40
1622,0.03,70,2,0.5380952380952381,left_240x40
1623,0.03,70,3,0.5454545454545454,left_240x40
1624,0.03,70,4,0.6411483253588517,left_240x40
1625,0.03,80,0,0.6047619047619047,left_240x40
1626,0.03,80,1,0.6,left_240x40
1627,0.03,80,2,0.5428571428571428,left_240x40
1628,0.03,80,3,0.5645933014354066,left_240x40
1629,0.03,80,4,0.6124401913875598,left_240x40
1630,0.03,90,0,0.6047619047619047,left_240x40
1631,0.03,90,1,0.6047619047619047,left_240x40
1632,0.03,90,2,0.5428571428571428,left_240x40
1633,0.03,90,3,0.5933014354066986,left_240x40
1634,0.03,90,4,0.5980861244019139,left_240x40
1635,0.03,100,0,0.6095238095238096,left_240x40
1636,0.03,100,1,0.6047619047619047,left_240x40
1637,0.03,100,2,0.5523809523809524,left_240x40
1638,0.03,100,3,0.5885167464114832,left_240x40
1639,0.03,100,4,0.6028708133971292,left_240x40
1640,0.03,110,0,0.6238095238095238,left_240x40
1641,0.03,110,1,0.6,left_240x40
1642,0.03,110,2,0.5380952380952381,left_240x40
1643,0.03,110,3,0.583732057416268,left_240x40
1644,0.03,110,4,0.6076555023923444,left_240x40
1645,0.03,120,0,0.6047619047619047,left_240x40
1646,0.03,120,1,0.6,left_240x40
1647,0.03,120,2,0.5523809523809524,left_240x40
1648,0.03,120,3,0.583732057416268,left_240x40
1649,0.03,120,4,0.6076555023923444,left_240x40
1650,0.03,130,0,0.6142857142857143,left_240x40
1651,0.03,130,1,0.5904761904761905,left_240x40
1652,0.03,130,2,0.5476190476190477,left_240x40
1653,0.03,130,3,0.5885167464114832,left_240x40
1654,0.03,130,4,0.6267942583732058,left_240x40
1655,0.03,140,0,0.6142857142857143,left_240x40
1656,0.03,140,1,0.5952380952380952,left_240x40
1657,0.03,140,2,0.5619047619047619,left_240x40
1658,0.03,140,3,0.5980861244019139,left_240x40
1659,0.03,140,4,0.6172248803827751,left_240x40
1660,0.03,150,0,0.6142857142857143,left_240x40
1661,0.03,150,1,0.5952380952380952,left_240x40
1662,0.03,150,2,0.5523809523809524,left_240x40
1663,0.03,150,3,0.6028708133971292,left_240x40
1664,0.03,150,4,0.6172248803827751,left_240x40
1665,0.03,160,0,0.6238095238095238,left_240x40
1666,0.03,160,1,0.5857142857142857,left_240x40
1667,0.03,160,2,0.5714285714285714,left_240x40
1668,0.03,160,3,0.6028708133971292,left_240x40
1669,0.03,160,4,0.6172248803827751,left_240x40
1670,0.03,170,0,0.6142857142857143,left_240x40
1671,0.03,170,1,0.6095238095238096,left_240x40
1672,0.03,170,2,0.5619047619047619,left_240x40
1673,0.03,170,3,0.5980861244019139,left_240x40
1674,0.03,170,4,0.6220095693779905,left_240x40
1675,0.04,10,0,0.5095238095238095,left_240x40
1676,0.04,10,1,0.5857142857142857,left_240x40
1677,0.04,10,2,0.5571428571428572,left_240x40
1678,0.04,10,3,0.6411483253588517,left_240x40
1679,0.04,10,4,0.5789473684210527,left_240x40
1680,0.04,20,0,0.5333333333333333,left_240x40
1681,0.04,20,1,0.5523809523809524,left_240x40
1682,0.04,20,2,0.5333333333333333,left_240x40
1683,0.04,20,3,0.6220095693779905,left_240x40
1684,0.04,20,4,0.5980861244019139,left_240x40
1685,0.04,30,0,0.5333333333333333,left_240x40
1686,0.04,30,1,0.5476190476190477,left_240x40
1687,0.04,30,2,0.5714285714285714,left_240x40
1688,0.04,30,3,0.5789473684210527,left_240x40
1689,0.04,30,4,0.631578947368421,left_240x40
1690,0.04,40,0,0.5571428571428572,left_240x40
1691,0.04,40,1,0.5761904761904761,left_240x40
1692,0.04,40,2,0.5952380952380952,left_240x40
1693,0.04,40,3,0.6076555023923444,left_240x40
1694,0.04,40,4,0.6267942583732058,left_240x40
1695,0.04,50,0,0.5666666666666667,left_240x40
1696,0.04,50,1,0.580952380952381,left_240x40
1697,0.04,50,2,0.5952380952380952,left_240x40
1698,0.04,50,3,0.5933014354066986,left_240x40
1699,0.04,50,4,0.5885167464114832,left_240x40
1700,0.04,60,0,0.5857142857142857,left_240x40
1701,0.04,60,1,0.6,left_240x40
1702,0.04,60,2,0.5857142857142857,left_240x40
1703,0.04,60,3,0.583732057416268,left_240x40
1704,0.04,60,4,0.5933014354066986,left_240x40
1705,0.04,70,0,0.5904761904761905,left_240x40
1706,0.04,70,1,0.580952380952381,left_240x40
1707,0.04,70,2,0.5904761904761905,left_240x40
1708,0.04,70,3,0.6076555023923444,left_240x40
1709,0.04,70,4,0.569377990430622,left_240x40
1710,0.04,80,0,0.6047619047619047,left_240x40
1711,0.04,80,1,0.5952380952380952,left_240x40
1712,0.04,80,2,0.5571428571428572,left_240x40
1713,0.04,80,3,0.5741626794258373,left_240x40
1714,0.04,80,4,0.569377990430622,left_240x40
1715,0.04,90,0,0.6190476190476191,left_240x40
1716,0.04,90,1,0.5904761904761905,left_240x40
1717,0.04,90,2,0.5380952380952381,left_240x40
1718,0.04,90,3,0.5741626794258373,left_240x40
1719,0.04,90,4,0.5741626794258373,left_240x40
1720,0.04,100,0,0.6285714285714286,left_240x40
1721,0.04,100,1,0.6,left_240x40
1722,0.04,100,2,0.5571428571428572,left_240x40
1723,0.04,100,3,0.5741626794258373,left_240x40
1724,0.04,100,4,0.5598086124401914,left_240x40
1725,0.04,110,0,0.6285714285714286,left_240x40
1726,0.04,110,1,0.6,left_240x40
1727,0.04,110,2,0.5714285714285714,left_240x40
1728,0.04,110,3,0.5645933014354066,left_240x40
1729,0.04,110,4,0.583732057416268,left_240x40
1730,0.05,10,0,0.5238095238095238,left_240x40
1731,0.05,10,1,0.580952380952381,left_240x40
1732,0.05,10,2,0.5666666666666667,left_240x40
1733,0.05,10,3,0.6076555023923444,left_240x40
1734,0.05,10,4,0.5789473684210527,left_240x40
1735,0.05,20,0,0.5571428571428572,left_240x40
1736,0.05,20,1,0.5619047619047619,left_240x40
1737,0.05,20,2,0.5571428571428572,left_240x40
1738,0.05,20,3,0.6220095693779905,left_240x40
1739,0.05,20,4,0.5645933014354066,left_240x40
1740,0.05,30,0,0.5714285714285714,left_240x40
1741,0.05,30,1,0.5666666666666667,left_240x40
1742,0.05,30,2,0.5857142857142857,left_240x40
1743,0.05,30,3,0.5933014354066986,left_240x40
1744,0.05,30,4,0.5789473684210527,left_240x40
1745,0.05,40,0,0.580952380952381,left_240x40
1746,0.05,40,1,0.5714285714285714,left_240x40
1747,0.05,40,2,0.5857142857142857,left_240x40
1748,0.05,40,3,0.583732057416268,left_240x40
1749,0.05,40,4,0.5789473684210527,left_240x40
1750,0.05,50,0,0.5571428571428572,left_240x40
1751,0.05,50,1,0.5761904761904761,left_240x40
1752,0.05,50,2,0.5714285714285714,left_240x40
1753,0.05,50,3,0.583732057416268,left_240x40
1754,0.05,50,4,0.5741626794258373,left_240x40
1755,0.05,60,0,0.5714285714285714,left_240x40
1756,0.05,60,1,0.5952380952380952,left_240x40
1757,0.05,60,2,0.5904761904761905,left_240x40
1758,0.05,60,3,0.5885167464114832,left_240x40
1759,0.05,60,4,0.5980861244019139,left_240x40
1760,0.05,70,0,0.5857142857142857,left_240x40
1761,0.05,70,1,0.5952380952380952,left_240x40
1762,0.05,70,2,0.6,left_240x40
1763,0.05,70,3,0.569377990430622,left_240x40
1764,0.05,70,4,0.5933014354066986,left_240x40
1765,0.05,80,0,0.5761904761904761,left_240x40
1766,0.05,80,1,0.6,left_240x40
1767,0.05,80,2,0.5857142857142857,left_240x40
1768,0.05,80,3,0.5645933014354066,left_240x40
1769,0.05,80,4,0.5789473684210527,left_240x40
1770,0.05,90,0,0.5714285714285714,left_240x40
1771,0.05,90,1,0.5857142857142857,left_240x40
1772,0.05,90,2,0.5619047619047619,left_240x40
1773,0.05,90,3,0.5645933014354066,left_240x40
1774,0.05,90,4,0.5980861244019139,left_240x40
1775,0.05,100,0,0.580952380952381,left_240x40
1776,0.05,100,1,0.5761904761904761,left_240x40
1777,0.05,100,2,0.580952380952381,left_240x40
1778,0.05,100,3,0.5741626794258373,left_240x40
1779,0.05,100,4,0.569377990430622,left_240x40
1780,0.05,110,0,0.5904761904761905,left_240x40
1781,0.05,110,1,0.6,left_240x40
1782,0.05,110,2,0.6,left_240x40
1783,0.05,110,3,0.5358851674641149,left_240x40
1784,0.05,110,4,0.583732057416268,left_240x40
1785,0.06,10,0,0.5333333333333333,left_240x40
1786,0.06,10,1,0.5952380952380952,left_240x40
1787,0.06,10,2,0.5904761904761905,left_240x40
1788,0.06,10,3,0.569377990430622,left_240x40
1789,0.06,10,4,0.5598086124401914,left_240x40
1790,0.06,20,0,0.5571428571428572,left_240x40
1791,0.06,20,1,0.6047619047619047,left_240x40
1792,0.06,20,2,0.580952380952381,left_240x40
1793,0.06,20,3,0.569377990430622,left_240x40
1794,0.06,20,4,0.5645933014354066,left_240x40
1795,0.06,30,0,0.5619047619047619,left_240x40
1796,0.06,30,1,0.6047619047619047,left_240x40
1797,0.06,30,2,0.580952380952381,left_240x40
1798,0.06,30,3,0.5598086124401914,left_240x40
1799,0.06,30,4,0.6076555023923444,left_240x40
1800,0.06,40,0,0.5857142857142857,left_240x40
1801,0.06,40,1,0.6238095238095238,left_240x40
1802,0.06,40,2,0.5761904761904761,left_240x40
1803,0.06,40,3,0.5550239234449761,left_240x40
1804,0.06,40,4,0.5980861244019139,left_240x40
1805,0.06,50,0,0.5571428571428572,left_240x40
1806,0.06,50,1,0.6333333333333333,left_240x40
1807,0.06,50,2,0.6095238095238096,left_240x40
1808,0.06,50,3,0.5645933014354066,left_240x40
1809,0.06,50,4,0.5741626794258373,left_240x40
1810,0.06,60,0,0.5666666666666667,left_240x40
1811,0.06,60,1,0.6285714285714286,left_240x40
1812,0.06,60,2,0.6142857142857143,left_240x40
1813,0.06,60,3,0.5406698564593302,left_240x40
1814,0.06,60,4,0.5598086124401914,left_240x40
1815,0.06,70,0,0.5761904761904761,left_240x40
1816,0.06,70,1,0.6190476190476191,left_240x40
1817,0.06,70,2,0.5857142857142857,left_240x40
1818,0.06,70,3,0.5598086124401914,left_240x40
1819,0.06,70,4,0.583732057416268,left_240x40
1820,0.06,80,0,0.5714285714285714,left_240x40
1821,0.06,80,1,0.5952380952380952,left_240x40
1822,0.06,80,2,0.6142857142857143,left_240x40
1823,0.06,80,3,0.5645933014354066,left_240x40
1824,0.06,80,4,0.5980861244019139,left_240x40
1825,0.06,90,0,0.5761904761904761,left_240x40
1826,0.06,90,1,0.5952380952380952,left_240x40
1827,0.06,90,2,0.6238095238095238,left_240x40
1828,0.06,90,3,0.5645933014354066,left_240x40
1829,0.06,90,4,0.5885167464114832,left_240x40
1830,0.07,10,0,0.5238095238095238,left_240x40
1831,0.07,10,1,0.6142857142857143,left_240x40
1832,0.07,10,2,0.5904761904761905,left_240x40
1833,0.07,10,3,0.583732057416268,left_240x40
1834,0.07,10,4,0.5598086124401914,left_240x40
1835,0.07,20,0,0.5428571428571428,left_240x40
1836,0.07,20,1,0.5857142857142857,left_240x40
1837,0.07,20,2,0.5857142857142857,left_240x40
1838,0.07,20,3,0.583732057416268,left_240x40
1839,0.07,20,4,0.5980861244019139,left_240x40
1840,0.07,30,0,0.5666666666666667,left_240x40
1841,0.07,30,1,0.5904761904761905,left_240x40
1842,0.07,30,2,0.5666666666666667,left_240x40
1843,0.07,30,3,0.6028708133971292,left_240x40
1844,0.07,30,4,0.6220095693779905,left_240x40
1845,0.07,40,0,0.5523809523809524,left_240x40
1846,0.07,40,1,0.5761904761904761,left_240x40
1847,0.07,40,2,0.580952380952381,left_240x40
1848,0.07,40,3,0.5645933014354066,left_240x40
1849,0.07,40,4,0.5885167464114832,left_240x40
1850,0.07,50,0,0.5619047619047619,left_240x40
1851,0.07,50,1,0.5904761904761905,left_240x40
1852,0.07,50,2,0.6047619047619047,left_240x40
1853,0.07,50,3,0.5741626794258373,left_240x40
1854,0.07,50,4,0.5885167464114832,left_240x40
1855,0.07,60,0,0.5428571428571428,left_240x40
1856,0.07,60,1,0.5904761904761905,left_240x40
1857,0.07,60,2,0.5857142857142857,left_240x40
1858,0.07,60,3,0.5598086124401914,left_240x40
1859,0.07,60,4,0.5789473684210527,left_240x40
1860,0.07,70,0,0.5571428571428572,left_240x40
1861,0.07,70,1,0.5857142857142857,left_240x40
1862,0.07,70,2,0.6,left_240x40
1863,0.07,70,3,0.5598086124401914,left_240x40
1864,0.07,70,4,0.5741626794258373,left_240x40
1865,0.07,80,0,0.5666666666666667,left_240x40
1866,0.07,80,1,0.5904761904761905,left_240x40
1867,0.07,80,2,0.6047619047619047,left_240x40
1868,0.07,80,3,0.569377990430622,left_240x40
1869,0.07,80,4,0.5789473684210527,left_240x40
1870,0.07,90,0,0.5952380952380952,left_240x40
1871,0.07,90,1,0.5714285714285714,left_240x40
1872,0.07,90,2,0.5761904761904761,left_240x40
1873,0.07,90,3,0.569377990430622,left_240x40
1874,0.07,90,4,0.5645933014354066,left_240x40
1875,0.08,10,0,0.5142857142857142,left_240x40
1876,0.08,10,1,0.5857142857142857,left_240x40
1877,0.08,10,2,0.5428571428571428,left_240x40
1878,0.08,10,3,0.5550239234449761,left_240x40
1879,0.08,10,4,0.5980861244019139,left_240x40
1880,0.08,20,0,0.5333333333333333,left_240x40
1881,0.08,20,1,0.5380952380952381,left_240x40
1882,0.08,20,2,0.6,left_240x40
1883,0.08,20,3,0.5789473684210527,left_240x40
1884,0.08,20,4,0.5933014354066986,left_240x40
1885,0.08,30,0,0.5714285714285714,left_240x40
1886,0.08,30,1,0.580952380952381,left_240x40
1887,0.08,30,2,0.5761904761904761,left_240x40
1888,0.08,30,3,0.5645933014354066,left_240x40
1889,0.08,30,4,0.6028708133971292,left_240x40
1890,0.08,40,0,0.580952380952381,left_240x40
1891,0.08,40,1,0.6047619047619047,left_240x40
1892,0.08,40,2,0.6,left_240x40
1893,0.08,40,3,0.5933014354066986,left_240x40
1894,0.08,40,4,0.6267942583732058,left_240x40
1895,0.08,50,0,0.580952380952381,left_240x40
1896,0.08,50,1,0.6,left_240x40
1897,0.08,50,2,0.6,left_240x40
1898,0.08,50,3,0.583732057416268,left_240x40
1899,0.08,50,4,0.6076555023923444,left_240x40
1900,0.08,60,0,0.5857142857142857,left_240x40
1901,0.08,60,1,0.5904761904761905,left_240x40
1902,0.08,60,2,0.5904761904761905,left_240x40
1903,0.08,60,3,0.5885167464114832,left_240x40
1904,0.08,60,4,0.6172248803827751,left_240x40
1905,0.08,70,0,0.5761904761904761,left_240x40
1906,0.08,70,1,0.580952380952381,left_240x40
1907,0.08,70,2,0.5952380952380952,left_240x40
1908,0.08,70,3,0.5933014354066986,left_240x40
1909,0.08,70,4,0.6124401913875598,left_240x40
1910,0.08,80,0,0.5904761904761905,left_240x40
1911,0.08,80,1,0.5666666666666667,left_240x40
1912,0.08,80,2,0.6047619047619047,left_240x40
1913,0.08,80,3,0.5645933014354066,left_240x40
1914,0.08,80,4,0.6076555023923444,left_240x40
1915,0.08,90,0,0.6,left_240x40
1916,0.08,90,1,0.5904761904761905,left_240x40
1917,0.08,90,2,0.5952380952380952,left_240x40
1918,0.08,90,3,0.583732057416268,left_240x40
1919,0.08,90,4,0.6028708133971292,left_240x40
1920,0.09,10,0,0.5285714285714286,left_240x40
1921,0.09,10,1,0.6238095238095238,left_240x40
1922,0.09,10,2,0.5571428571428572,left_240x40
1923,0.09,10,3,0.6076555023923444,left_240x40
1924,0.09,10,4,0.5789473684210527,left_240x40
1925,0.09,20,0,0.5761904761904761,left_240x40
1926,0.09,20,1,0.5904761904761905,left_240x40
1927,0.09,20,2,0.5571428571428572,left_240x40
1928,0.09,20,3,0.583732057416268,left_240x40
1929,0.09,20,4,0.5645933014354066,left_240x40
1930,0.09,30,0,0.5571428571428572,left_240x40
1931,0.09,30,1,0.6,left_240x40
1932,0.09,30,2,0.5666666666666667,left_240x40
1933,0.09,30,3,0.6172248803827751,left_240x40
1934,0.09,30,4,0.569377990430622,left_240x40
1935,0.09,40,0,0.5523809523809524,left_240x40
1936,0.09,40,1,0.6,left_240x40
1937,0.09,40,2,0.5761904761904761,left_240x40
1938,0.09,40,3,0.6363636363636364,left_240x40
1939,0.09,40,4,0.5789473684210527,left_240x40
1940,0.09,50,0,0.5428571428571428,left_240x40
1941,0.09,50,1,0.5904761904761905,left_240x40
1942,0.09,50,2,0.580952380952381,left_240x40
1943,0.09,50,3,0.6267942583732058,left_240x40
1944,0.09,50,4,0.6028708133971292,left_240x40
1945,0.09,60,0,0.5476190476190477,left_240x40
1946,0.09,60,1,0.6333333333333333,left_240x40
1947,0.09,60,2,0.5761904761904761,left_240x40
1948,0.09,60,3,0.6124401913875598,left_240x40
1949,0.09,60,4,0.6028708133971292,left_240x40
1950,0.09,70,0,0.5571428571428572,left_240x40
1951,0.09,70,1,0.6142857142857143,left_240x40
1952,0.09,70,2,0.5857142857142857,left_240x40
1953,0.09,70,3,0.6076555023923444,left_240x40
1954,0.09,70,4,0.6028708133971292,left_240x40
1955,0.09,80,0,0.5714285714285714,left_240x40
1956,0.09,80,1,0.6095238095238096,left_240x40
1957,0.09,80,2,0.6,left_240x40
1958,0.09,80,3,0.5980861244019139,left_240x40
1959,0.09,80,4,0.5885167464114832,left_240x40
1960,0.09,90,0,0.5666666666666667,left_240x40
1961,0.09,90,1,0.6190476190476191,left_240x40
